,City,Total Price,Rupee_per_area(sq-feet),Area,Apartement
5973,Greater Noida,67.7,4299.0,1575,3.0
5974,Greater Noida,76.21,5293.0,1440,3.0
5976,Greater Noida,37.39,3800.0,984,2.0
5977,Noida,3.87,11000.0,3525,4.0
5979,Lucknow,49.0,4000.0,1225,2.0
5980,Ghaziabad,57.25,5000.0,1145,2.0
5981,Ghaziabad,2.06,8300.0,2485,3.0
5982,Greater Noida,53.12,4660.0,1140,2.0
5983,Greater Noida,47.31,3850.0,1229,2.0
5984,Greater Noida,78.75,4716.0,1670,3.0
5986,Greater Noida,71.89,4424.0,1625,3.0
5987,Ghaziabad,17.03,4518.0,377,1.0
5988,Ghaziabad,28.8,2400.0,1200,2.0
5989,Ghaziabad,98.0,4900.0,2000,3.0
5991,Greater Noida,51.89,4850.0,1070,2.0
5992,Greater Noida,78.72,4700.0,1675,3.0
5993,Greater Noida,67.7,4299.0,1575,3.0
5994,Greater Noida,76.21,5293.0,1440,3.0
5996,Greater Noida,37.39,3800.0,984,2.0
5997,Noida,3.87,11000.0,3525,4.0
5999,Lucknow,49.0,4000.0,1225,2.0
6000,Ghaziabad,57.25,5000.0,1145,2.0
6001,Ghaziabad,2.06,8300.0,2485,3.0
6002,Greater Noida,53.12,4660.0,1140,2.0
6003,Greater Noida,47.31,3850.0,1229,2.0
6004,Greater Noida,78.75,4716.0,1670,3.0
6006,Greater Noida,71.89,4424.0,1625,3.0
6007,Ghaziabad,17.03,4518.0,377,1.0
6008,Ghaziabad,28.8,2400.0,1200,2.0
6009,Ghaziabad,98.0,4900.0,2000,3.0
6011,Greater Noida,51.89,4850.0,1070,2.0
6012,Greater Noida,78.72,4700.0,1675,3.0
6013,Greater Noida,67.7,4299.0,1575,3.0
6014,Greater Noida,76.21,5293.0,1440,3.0
6016,Greater Noida,37.39,3800.0,984,2.0
6017,Noida,3.87,11000.0,3525,4.0
6019,Lucknow,49.0,4000.0,1225,2.0
6020,Ghaziabad,57.25,5000.0,1145,2.0
6021,Ghaziabad,2.06,8300.0,2485,3.0
6022,Greater Noida,53.12,4660.0,1140,2.0
6023,Greater Noida,47.31,3850.0,1229,2.0
6024,Greater Noida,78.75,4716.0,1670,3.0
6026,Greater Noida,71.89,4424.0,1625,3.0
6027,Ghaziabad,17.03,4518.0,377,1.0
6028,Ghaziabad,28.8,2400.0,1200,2.0
6029,Ghaziabad,98.0,4900.0,2000,3.0
6031,Greater Noida,51.89,4850.0,1070,2.0
6032,Greater Noida,78.72,4700.0,1675,3.0
6033,Greater Noida,67.7,4299.0,1575,3.0
6034,Greater Noida,76.21,5293.0,1440,3.0
6036,Greater Noida,37.39,3800.0,984,2.0
6037,Noida,3.87,11000.0,3525,4.0
6039,Lucknow,49.0,4000.0,1225,2.0
6040,Ghaziabad,57.25,5000.0,1145,2.0
6041,Ghaziabad,2.06,8300.0,2485,3.0
6042,Greater Noida,53.12,4660.0,1140,2.0
6043,Greater Noida,47.31,3850.0,1229,2.0
6044,Greater Noida,78.75,4716.0,1670,3.0
6046,Greater Noida,71.89,4424.0,1625,3.0
6047,Ghaziabad,17.03,4518.0,377,1.0
6048,Ghaziabad,28.8,2400.0,1200,2.0
6049,Ghaziabad,98.0,4900.0,2000,3.0
6051,Greater Noida,51.89,4850.0,1070,2.0
6052,Greater Noida,78.72,4700.0,1675,3.0
6053,Greater Noida,67.7,4299.0,1575,3.0
6054,Greater Noida,76.21,5293.0,1440,3.0
6056,Greater Noida,37.39,3800.0,984,2.0
6057,Noida,3.87,11000.0,3525,4.0
6059,Lucknow,49.0,4000.0,1225,2.0
6060,Ghaziabad,57.25,5000.0,1145,2.0
6061,Ghaziabad,2.06,8300.0,2485,3.0
6062,Greater Noida,53.12,4660.0,1140,2.0
6063,Greater Noida,47.31,3850.0,1229,2.0
6064,Greater Noida,78.75,4716.0,1670,3.0
6066,Greater Noida,71.89,4424.0,1625,3.0
6067,Ghaziabad,17.03,4518.0,377,1.0
6068,Ghaziabad,28.8,2400.0,1200,2.0
6069,Ghaziabad,98.0,4900.0,2000,3.0
6071,Greater Noida,51.89,4850.0,1070,2.0
6072,Greater Noida,78.72,4700.0,1675,3.0
6073,Greater Noida,67.7,4299.0,1575,3.0
6074,Greater Noida,76.21,5293.0,1440,3.0
6076,Greater Noida,37.39,3800.0,984,2.0
6077,Noida,3.87,11000.0,3525,4.0
6079,Lucknow,49.0,4000.0,1225,2.0
6080,Ghaziabad,57.25,5000.0,1145,2.0
6081,Ghaziabad,2.06,8300.0,2485,3.0
6082,Greater Noida,53.12,4660.0,1140,2.0
6083,Greater Noida,47.31,3850.0,1229,2.0
6084,Greater Noida,78.75,4716.0,1670,3.0
6086,Greater Noida,71.89,4424.0,1625,3.0
6087,Ghaziabad,17.03,4518.0,377,1.0
6088,Ghaziabad,28.8,2400.0,1200,2.0
6089,Ghaziabad,98.0,4900.0,2000,3.0
6091,Greater Noida,51.89,4850.0,1070,2.0
6092,Greater Noida,78.72,4700.0,1675,3.0
6093,Greater Noida,67.7,4299.0,1575,3.0
6094,Greater Noida,76.21,5293.0,1440,3.0
6096,Greater Noida,37.39,3800.0,984,2.0
6097,Noida,3.87,11000.0,3525,4.0
6099,Lucknow,49.0,4000.0,1225,2.0
6100,Ghaziabad,57.25,5000.0,1145,2.0
6101,Ghaziabad,2.06,8300.0,2485,3.0
6102,Greater Noida,53.12,4660.0,1140,2.0
6103,Greater Noida,47.31,3850.0,1229,2.0
6104,Greater Noida,78.75,4716.0,1670,3.0
6106,Greater Noida,71.89,4424.0,1625,3.0
6107,Ghaziabad,17.03,4518.0,377,1.0
6108,Ghaziabad,28.8,2400.0,1200,2.0
6109,Ghaziabad,98.0,4900.0,2000,3.0
6111,Greater Noida,51.89,4850.0,1070,2.0
6112,Greater Noida,78.72,4700.0,1675,3.0
6113,Greater Noida,67.7,4299.0,1575,3.0
6114,Greater Noida,76.21,5293.0,1440,3.0
6116,Greater Noida,37.39,3800.0,984,2.0
6117,Noida,3.87,11000.0,3525,4.0
6119,Lucknow,49.0,4000.0,1225,2.0
6120,Ghaziabad,57.25,5000.0,1145,2.0
6121,Ghaziabad,2.06,8300.0,2485,3.0
6122,Greater Noida,53.12,4660.0,1140,2.0
6123,Greater Noida,47.31,3850.0,1229,2.0
6124,Greater Noida,78.75,4716.0,1670,3.0
6126,Greater Noida,71.89,4424.0,1625,3.0
6127,Ghaziabad,17.03,4518.0,377,1.0
6128,Ghaziabad,28.8,2400.0,1200,2.0
6129,Ghaziabad,98.0,4900.0,2000,3.0
6131,Greater Noida,51.89,4850.0,1070,2.0
6132,Greater Noida,78.72,4700.0,1675,3.0
6133,Greater Noida,67.7,4299.0,1575,3.0
6134,Greater Noida,76.21,5293.0,1440,3.0
6136,Greater Noida,37.39,3800.0,984,2.0
6137,Noida,3.87,11000.0,3525,4.0
6139,Lucknow,49.0,4000.0,1225,2.0
6140,Ghaziabad,57.25,5000.0,1145,2.0
6141,Ghaziabad,2.06,8300.0,2485,3.0
6142,Greater Noida,53.12,4660.0,1140,2.0
6143,Greater Noida,47.31,3850.0,1229,2.0
6144,Greater Noida,78.75,4716.0,1670,3.0
6146,Greater Noida,71.89,4424.0,1625,3.0
6147,Ghaziabad,17.03,4518.0,377,1.0
6148,Ghaziabad,28.8,2400.0,1200,2.0
6149,Ghaziabad,98.0,4900.0,2000,3.0
6151,Greater Noida,51.89,4850.0,1070,2.0
6152,Greater Noida,78.72,4700.0,1675,3.0
6153,Greater Noida,67.7,4299.0,1575,3.0
6154,Greater Noida,76.21,5293.0,1440,3.0
6156,Greater Noida,37.39,3800.0,984,2.0
6157,Noida,3.87,11000.0,3525,4.0
6159,Lucknow,49.0,4000.0,1225,2.0
6160,Ghaziabad,57.25,5000.0,1145,2.0
6161,Ghaziabad,2.06,8300.0,2485,3.0
6162,Greater Noida,53.12,4660.0,1140,2.0
6163,Greater Noida,47.31,3850.0,1229,2.0
6164,Greater Noida,78.75,4716.0,1670,3.0
6166,Greater Noida,71.89,4424.0,1625,3.0
6167,Ghaziabad,17.03,4518.0,377,1.0
6168,Ghaziabad,28.8,2400.0,1200,2.0
6169,Ghaziabad,98.0,4900.0,2000,3.0
6171,Greater Noida,51.89,4850.0,1070,2.0
6172,Greater Noida,78.72,4700.0,1675,3.0
6173,Greater Noida,67.7,4299.0,1575,3.0
6174,Greater Noida,76.21,5293.0,1440,3.0
6176,Greater Noida,37.39,3800.0,984,2.0
6177,Noida,3.87,11000.0,3525,4.0
6179,Lucknow,49.0,4000.0,1225,2.0
6180,Ghaziabad,57.25,5000.0,1145,2.0
6181,Ghaziabad,2.06,8300.0,2485,3.0
6182,Greater Noida,53.12,4660.0,1140,2.0
6183,Greater Noida,47.31,3850.0,1229,2.0
6184,Greater Noida,78.75,4716.0,1670,3.0
6186,Greater Noida,71.89,4424.0,1625,3.0
6187,Ghaziabad,17.03,4518.0,377,1.0
6188,Ghaziabad,28.8,2400.0,1200,2.0
6189,Ghaziabad,98.0,4900.0,2000,3.0
6191,Greater Noida,51.89,4850.0,1070,2.0
6192,Greater Noida,78.72,4700.0,1675,3.0
6193,Greater Noida,67.7,4299.0,1575,3.0
6194,Greater Noida,76.21,5293.0,1440,3.0
6196,Greater Noida,37.39,3800.0,984,2.0
6197,Noida,3.87,11000.0,3525,4.0
6199,Lucknow,49.0,4000.0,1225,2.0
6200,Ghaziabad,57.25,5000.0,1145,2.0
6201,Ghaziabad,2.06,8300.0,2485,3.0
6202,Greater Noida,53.12,4660.0,1140,2.0
6203,Greater Noida,47.31,3850.0,1229,2.0
6204,Greater Noida,78.75,4716.0,1670,3.0
6206,Greater Noida,71.89,4424.0,1625,3.0
6207,Ghaziabad,17.03,4518.0,377,1.0
6208,Ghaziabad,28.8,2400.0,1200,2.0
6209,Ghaziabad,98.0,4900.0,2000,3.0
6211,Greater Noida,51.89,4850.0,1070,2.0
6212,Greater Noida,78.72,4700.0,1675,3.0
6213,Greater Noida,67.7,4299.0,1575,3.0
6214,Greater Noida,76.21,5293.0,1440,3.0
6216,Greater Noida,37.39,3800.0,984,2.0
6217,Noida,3.87,11000.0,3525,4.0
6219,Lucknow,49.0,4000.0,1225,2.0
6220,Ghaziabad,57.25,5000.0,1145,2.0
6221,Ghaziabad,2.06,8300.0,2485,3.0
6222,Greater Noida,53.12,4660.0,1140,2.0
6223,Greater Noida,47.31,3850.0,1229,2.0
6224,Greater Noida,78.75,4716.0,1670,3.0
6226,Greater Noida,71.89,4424.0,1625,3.0
6227,Ghaziabad,17.03,4518.0,377,1.0
6228,Ghaziabad,28.8,2400.0,1200,2.0
6229,Ghaziabad,98.0,4900.0,2000,3.0
6231,Greater Noida,51.89,4850.0,1070,2.0
6232,Greater Noida,78.72,4700.0,1675,3.0
6233,Greater Noida,67.7,4299.0,1575,3.0
6234,Greater Noida,76.21,5293.0,1440,3.0
6236,Greater Noida,37.39,3800.0,984,2.0
6237,Noida,3.87,11000.0,3525,4.0
6239,Lucknow,49.0,4000.0,1225,2.0
6240,Ghaziabad,57.25,5000.0,1145,2.0
6241,Ghaziabad,2.06,8300.0,2485,3.0
6242,Greater Noida,53.12,4660.0,1140,2.0
6243,Greater Noida,47.31,3850.0,1229,2.0
6244,Greater Noida,78.75,4716.0,1670,3.0
6246,Greater Noida,71.89,4424.0,1625,3.0
6247,Ghaziabad,17.03,4518.0,377,1.0
6248,Ghaziabad,28.8,2400.0,1200,2.0
6249,Ghaziabad,98.0,4900.0,2000,3.0
6251,Greater Noida,51.89,4850.0,1070,2.0
6252,Greater Noida,78.72,4700.0,1675,3.0
6253,Greater Noida,67.7,4299.0,1575,3.0
6254,Greater Noida,76.21,5293.0,1440,3.0
6256,Greater Noida,37.39,3800.0,984,2.0
6257,Noida,3.87,11000.0,3525,4.0
6259,Lucknow,49.0,4000.0,1225,2.0
6260,Ghaziabad,57.25,5000.0,1145,2.0
6261,Ghaziabad,2.06,8300.0,2485,3.0
6262,Greater Noida,53.12,4660.0,1140,2.0
6263,Greater Noida,47.31,3850.0,1229,2.0
6264,Greater Noida,78.75,4716.0,1670,3.0
6266,Greater Noida,71.89,4424.0,1625,3.0
6267,Ghaziabad,17.03,4518.0,377,1.0
6268,Ghaziabad,28.8,2400.0,1200,2.0
6269,Ghaziabad,98.0,4900.0,2000,3.0
6271,Greater Noida,51.89,4850.0,1070,2.0
6272,Greater Noida,78.72,4700.0,1675,3.0
6273,Greater Noida,67.7,4299.0,1575,3.0
6274,Greater Noida,76.21,5293.0,1440,3.0
6276,Greater Noida,37.39,3800.0,984,2.0
6277,Noida,3.87,11000.0,3525,4.0
6279,Lucknow,49.0,4000.0,1225,2.0
6280,Ghaziabad,57.25,5000.0,1145,2.0
6281,Ghaziabad,2.06,8300.0,2485,3.0
6282,Greater Noida,53.12,4660.0,1140,2.0
6283,Greater Noida,47.31,3850.0,1229,2.0
6284,Greater Noida,78.75,4716.0,1670,3.0
6286,Greater Noida,71.89,4424.0,1625,3.0
6287,Ghaziabad,17.03,4518.0,377,1.0
6288,Ghaziabad,28.8,2400.0,1200,2.0
6289,Ghaziabad,98.0,4900.0,2000,3.0
6291,Greater Noida,51.89,4850.0,1070,2.0
6292,Greater Noida,78.72,4700.0,1675,3.0
6293,Greater Noida,67.7,4299.0,1575,3.0
6294,Greater Noida,76.21,5293.0,1440,3.0
6296,Greater Noida,37.39,3800.0,984,2.0
6297,Noida,3.87,11000.0,3525,4.0
6299,Lucknow,49.0,4000.0,1225,2.0
6300,Ghaziabad,57.25,5000.0,1145,2.0
6301,Ghaziabad,2.06,8300.0,2485,3.0
6302,Greater Noida,53.12,4660.0,1140,2.0
6303,Greater Noida,47.31,3850.0,1229,2.0
6304,Greater Noida,78.75,4716.0,1670,3.0
6306,Greater Noida,71.89,4424.0,1625,3.0
6307,Ghaziabad,17.03,4518.0,377,1.0
6308,Ghaziabad,28.8,2400.0,1200,2.0
6309,Ghaziabad,98.0,4900.0,2000,3.0
6311,Greater Noida,51.89,4850.0,1070,2.0
6312,Greater Noida,78.72,4700.0,1675,3.0
6313,Greater Noida,67.7,4299.0,1575,3.0
6314,Greater Noida,76.21,5293.0,1440,3.0
6316,Greater Noida,37.39,3800.0,984,2.0
6317,Noida,3.87,11000.0,3525,4.0
6319,Lucknow,49.0,4000.0,1225,2.0
6320,Ghaziabad,57.25,5000.0,1145,2.0
6321,Ghaziabad,2.06,8300.0,2485,3.0
6322,Greater Noida,53.12,4660.0,1140,2.0
6323,Greater Noida,47.31,3850.0,1229,2.0
6324,Greater Noida,78.75,4716.0,1670,3.0
6326,Greater Noida,71.89,4424.0,1625,3.0
6327,Ghaziabad,17.03,4518.0,377,1.0
6328,Ghaziabad,28.8,2400.0,1200,2.0
6329,Ghaziabad,98.0,4900.0,2000,3.0
6331,Greater Noida,51.89,4850.0,1070,2.0
6332,Greater Noida,78.72,4700.0,1675,3.0
6333,Greater Noida,67.7,4299.0,1575,3.0
6334,Greater Noida,76.21,5293.0,1440,3.0
6336,Greater Noida,37.39,3800.0,984,2.0
6337,Noida,3.87,11000.0,3525,4.0
6339,Lucknow,49.0,4000.0,1225,2.0
6340,Ghaziabad,57.25,5000.0,1145,2.0
6341,Ghaziabad,2.06,8300.0,2485,3.0
6342,Greater Noida,53.12,4660.0,1140,2.0
6343,Greater Noida,47.31,3850.0,1229,2.0
6344,Greater Noida,78.75,4716.0,1670,3.0
6346,Greater Noida,71.89,4424.0,1625,3.0
6347,Ghaziabad,17.03,4518.0,377,1.0
6348,Ghaziabad,28.8,2400.0,1200,2.0
6349,Ghaziabad,98.0,4900.0,2000,3.0
6351,Greater Noida,51.89,4850.0,1070,2.0
6352,Greater Noida,78.72,4700.0,1675,3.0
6353,Greater Noida,67.7,4299.0,1575,3.0
6354,Greater Noida,76.21,5293.0,1440,3.0
6356,Greater Noida,37.39,3800.0,984,2.0
6357,Noida,3.87,11000.0,3525,4.0
6359,Lucknow,49.0,4000.0,1225,2.0
6360,Ghaziabad,57.25,5000.0,1145,2.0
6361,Ghaziabad,2.06,8300.0,2485,3.0
6362,Greater Noida,53.12,4660.0,1140,2.0
6363,Greater Noida,47.31,3850.0,1229,2.0
6364,Greater Noida,78.75,4716.0,1670,3.0
6366,Greater Noida,71.89,4424.0,1625,3.0
6367,Ghaziabad,17.03,4518.0,377,1.0
6368,Ghaziabad,28.8,2400.0,1200,2.0
6369,Ghaziabad,98.0,4900.0,2000,3.0
6371,Greater Noida,51.89,4850.0,1070,2.0
6372,Greater Noida,78.72,4700.0,1675,3.0
6373,Greater Noida,67.7,4299.0,1575,3.0
6374,Greater Noida,76.21,5293.0,1440,3.0
6376,Greater Noida,37.39,3800.0,984,2.0
6377,Noida,3.87,11000.0,3525,4.0
6379,Lucknow,49.0,4000.0,1225,2.0
6380,Ghaziabad,57.25,5000.0,1145,2.0
6381,Ghaziabad,2.06,8300.0,2485,3.0
6382,Greater Noida,53.12,4660.0,1140,2.0
6383,Greater Noida,47.31,3850.0,1229,2.0
6384,Greater Noida,78.75,4716.0,1670,3.0
6386,Greater Noida,71.89,4424.0,1625,3.0
6387,Ghaziabad,17.03,4518.0,377,1.0
6388,Ghaziabad,28.8,2400.0,1200,2.0
6389,Ghaziabad,98.0,4900.0,2000,3.0
6391,Greater Noida,51.89,4850.0,1070,2.0
6392,Greater Noida,78.72,4700.0,1675,3.0
6393,Greater Noida,67.7,4299.0,1575,3.0
6394,Greater Noida,76.21,5293.0,1440,3.0
6396,Greater Noida,37.39,3800.0,984,2.0
6397,Noida,3.87,11000.0,3525,4.0
6399,Lucknow,49.0,4000.0,1225,2.0
6400,Ghaziabad,57.25,5000.0,1145,2.0
6401,Ghaziabad,2.06,8300.0,2485,3.0
6402,Greater Noida,53.12,4660.0,1140,2.0
6403,Greater Noida,47.31,3850.0,1229,2.0
6404,Greater Noida,78.75,4716.0,1670,3.0
6406,Greater Noida,71.89,4424.0,1625,3.0
6407,Ghaziabad,17.03,4518.0,377,1.0
6408,Ghaziabad,28.8,2400.0,1200,2.0
6409,Ghaziabad,98.0,4900.0,2000,3.0
6411,Greater Noida,51.89,4850.0,1070,2.0
6412,Greater Noida,78.72,4700.0,1675,3.0
6413,Greater Noida,67.7,4299.0,1575,3.0
6414,Greater Noida,76.21,5293.0,1440,3.0
6416,Greater Noida,37.39,3800.0,984,2.0
6417,Noida,3.87,11000.0,3525,4.0
6419,Lucknow,49.0,4000.0,1225,2.0
6420,Ghaziabad,57.25,5000.0,1145,2.0
6421,Ghaziabad,2.06,8300.0,2485,3.0
6422,Greater Noida,53.12,4660.0,1140,2.0
6423,Greater Noida,47.31,3850.0,1229,2.0
6424,Greater Noida,78.75,4716.0,1670,3.0
6426,Greater Noida,71.89,4424.0,1625,3.0
6427,Ghaziabad,17.03,4518.0,377,1.0
6428,Ghaziabad,28.8,2400.0,1200,2.0
6429,Ghaziabad,98.0,4900.0,2000,3.0
6431,Greater Noida,51.89,4850.0,1070,2.0
6432,Greater Noida,78.72,4700.0,1675,3.0
6433,Greater Noida,67.7,4299.0,1575,3.0
6434,Greater Noida,76.21,5293.0,1440,3.0
6436,Greater Noida,37.39,3800.0,984,2.0
6437,Noida,3.87,11000.0,3525,4.0
6439,Lucknow,49.0,4000.0,1225,2.0
6440,Ghaziabad,57.25,5000.0,1145,2.0
6441,Ghaziabad,2.06,8300.0,2485,3.0
6442,Greater Noida,53.12,4660.0,1140,2.0
6443,Greater Noida,47.31,3850.0,1229,2.0
6444,Greater Noida,78.75,4716.0,1670,3.0
6446,Greater Noida,71.89,4424.0,1625,3.0
6447,Ghaziabad,17.03,4518.0,377,1.0
6448,Ghaziabad,28.8,2400.0,1200,2.0
6449,Ghaziabad,98.0,4900.0,2000,3.0
6451,Greater Noida,51.89,4850.0,1070,2.0
6452,Greater Noida,78.72,4700.0,1675,3.0
6453,Greater Noida,67.7,4299.0,1575,3.0
6454,Greater Noida,76.21,5293.0,1440,3.0
6456,Greater Noida,37.39,3800.0,984,2.0
6457,Noida,3.87,11000.0,3525,4.0
6459,Lucknow,49.0,4000.0,1225,2.0
6460,Ghaziabad,57.25,5000.0,1145,2.0
6461,Ghaziabad,2.06,8300.0,2485,3.0
6462,Greater Noida,53.12,4660.0,1140,2.0
6463,Greater Noida,47.31,3850.0,1229,2.0
6464,Greater Noida,78.75,4716.0,1670,3.0
6466,Greater Noida,71.89,4424.0,1625,3.0
6467,Ghaziabad,17.03,4518.0,377,1.0
6468,Ghaziabad,28.8,2400.0,1200,2.0
6469,Ghaziabad,98.0,4900.0,2000,3.0
6471,Greater Noida,51.89,4850.0,1070,2.0
6472,Greater Noida,78.72,4700.0,1675,3.0
6473,Greater Noida,67.7,4299.0,1575,3.0
6474,Greater Noida,76.21,5293.0,1440,3.0
6476,Greater Noida,37.39,3800.0,984,2.0
6477,Noida,3.87,11000.0,3525,4.0
6479,Lucknow,49.0,4000.0,1225,2.0
6480,Ghaziabad,57.25,5000.0,1145,2.0
6481,Ghaziabad,2.06,8300.0,2485,3.0
6482,Greater Noida,53.12,4660.0,1140,2.0
6483,Greater Noida,47.31,3850.0,1229,2.0
6484,Greater Noida,78.75,4716.0,1670,3.0
6486,Greater Noida,71.89,4424.0,1625,3.0
6487,Ghaziabad,17.03,4518.0,377,1.0
6488,Ghaziabad,28.8,2400.0,1200,2.0
6489,Ghaziabad,98.0,4900.0,2000,3.0
6491,Greater Noida,51.89,4850.0,1070,2.0
6492,Greater Noida,78.72,4700.0,1675,3.0
6493,Greater Noida,67.7,4299.0,1575,3.0
6494,Greater Noida,76.21,5293.0,1440,3.0
6496,Greater Noida,37.39,3800.0,984,2.0
6497,Noida,3.87,11000.0,3525,4.0
6499,Lucknow,49.0,4000.0,1225,2.0
6500,Ghaziabad,57.25,5000.0,1145,2.0
6501,Ghaziabad,2.06,8300.0,2485,3.0
6502,Greater Noida,53.12,4660.0,1140,2.0
6503,Greater Noida,47.31,3850.0,1229,2.0
6504,Greater Noida,78.75,4716.0,1670,3.0
6506,Greater Noida,71.89,4424.0,1625,3.0
6507,Ghaziabad,17.03,4518.0,377,1.0
6508,Ghaziabad,28.8,2400.0,1200,2.0
6509,Ghaziabad,98.0,4900.0,2000,3.0
6511,Greater Noida,51.89,4850.0,1070,2.0
6512,Greater Noida,78.72,4700.0,1675,3.0
6513,Greater Noida,67.7,4299.0,1575,3.0
6514,Greater Noida,76.21,5293.0,1440,3.0
6516,Greater Noida,37.39,3800.0,984,2.0
6517,Noida,3.87,11000.0,3525,4.0
6519,Lucknow,49.0,4000.0,1225,2.0
6520,Ghaziabad,57.25,5000.0,1145,2.0
6521,Ghaziabad,2.06,8300.0,2485,3.0
6522,Greater Noida,53.12,4660.0,1140,2.0
6523,Greater Noida,47.31,3850.0,1229,2.0
6524,Greater Noida,78.75,4716.0,1670,3.0
6526,Greater Noida,71.89,4424.0,1625,3.0
6527,Ghaziabad,17.03,4518.0,377,1.0
6528,Ghaziabad,28.8,2400.0,1200,2.0
6529,Ghaziabad,98.0,4900.0,2000,3.0
6531,Greater Noida,51.89,4850.0,1070,2.0
6532,Greater Noida,78.72,4700.0,1675,3.0
6533,Greater Noida,67.7,4299.0,1575,3.0
6534,Greater Noida,76.21,5293.0,1440,3.0
6536,Greater Noida,37.39,3800.0,984,2.0
6537,Noida,3.87,11000.0,3525,4.0
6539,Lucknow,49.0,4000.0,1225,2.0
6540,Ghaziabad,57.25,5000.0,1145,2.0
6541,Ghaziabad,2.06,8300.0,2485,3.0
6542,Greater Noida,53.12,4660.0,1140,2.0
6543,Greater Noida,47.31,3850.0,1229,2.0
6544,Greater Noida,78.75,4716.0,1670,3.0
6546,Greater Noida,71.89,4424.0,1625,3.0
6547,Ghaziabad,17.03,4518.0,377,1.0
6548,Ghaziabad,28.8,2400.0,1200,2.0
6549,Ghaziabad,98.0,4900.0,2000,3.0
6551,Greater Noida,51.89,4850.0,1070,2.0
6552,Greater Noida,78.72,4700.0,1675,3.0
6553,Greater Noida,67.7,4299.0,1575,3.0
6554,Greater Noida,76.21,5293.0,1440,3.0
6556,Greater Noida,37.39,3800.0,984,2.0
6557,Noida,3.87,11000.0,3525,4.0
6559,Lucknow,49.0,4000.0,1225,2.0
6560,Ghaziabad,57.25,5000.0,1145,2.0
6561,Ghaziabad,2.06,8300.0,2485,3.0
6562,Greater Noida,53.12,4660.0,1140,2.0
6563,Greater Noida,47.31,3850.0,1229,2.0
6564,Greater Noida,78.75,4716.0,1670,3.0
6566,Greater Noida,71.89,4424.0,1625,3.0
6567,Ghaziabad,17.03,4518.0,377,1.0
6568,Ghaziabad,28.8,2400.0,1200,2.0
6569,Ghaziabad,98.0,4900.0,2000,3.0
6571,Greater Noida,51.89,4850.0,1070,2.0
6572,Greater Noida,78.72,4700.0,1675,3.0
6573,Greater Noida,67.7,4299.0,1575,3.0
6574,Greater Noida,76.21,5293.0,1440,3.0
6576,Greater Noida,37.39,3800.0,984,2.0
6577,Noida,3.87,11000.0,3525,4.0
6579,Lucknow,49.0,4000.0,1225,2.0
6580,Ghaziabad,57.25,5000.0,1145,2.0
6581,Ghaziabad,2.06,8300.0,2485,3.0
6582,Greater Noida,53.12,4660.0,1140,2.0
6583,Greater Noida,47.31,3850.0,1229,2.0
6584,Greater Noida,78.75,4716.0,1670,3.0
6586,Greater Noida,71.89,4424.0,1625,3.0
6587,Ghaziabad,17.03,4518.0,377,1.0
6588,Ghaziabad,28.8,2400.0,1200,2.0
6589,Ghaziabad,98.0,4900.0,2000,3.0
6591,Greater Noida,51.89,4850.0,1070,2.0
6592,Greater Noida,78.72,4700.0,1675,3.0
6593,Greater Noida,67.7,4299.0,1575,3.0
6594,Greater Noida,76.21,5293.0,1440,3.0
6596,Greater Noida,37.39,3800.0,984,2.0
6597,Noida,3.87,11000.0,3525,4.0
6599,Lucknow,49.0,4000.0,1225,2.0
6600,Ghaziabad,57.25,5000.0,1145,2.0
6601,Ghaziabad,2.06,8300.0,2485,3.0
6602,Greater Noida,53.12,4660.0,1140,2.0
6603,Greater Noida,47.31,3850.0,1229,2.0
6604,Greater Noida,78.75,4716.0,1670,3.0
6606,Greater Noida,71.89,4424.0,1625,3.0
6607,Ghaziabad,17.03,4518.0,377,1.0
6608,Ghaziabad,28.8,2400.0,1200,2.0
6609,Ghaziabad,98.0,4900.0,2000,3.0
6611,Greater Noida,51.89,4850.0,1070,2.0
6612,Greater Noida,78.72,4700.0,1675,3.0
6613,Greater Noida,67.7,4299.0,1575,3.0
6614,Greater Noida,76.21,5293.0,1440,3.0
6616,Greater Noida,37.39,3800.0,984,2.0
6617,Noida,3.87,11000.0,3525,4.0
6619,Lucknow,49.0,4000.0,1225,2.0
6620,Ghaziabad,57.25,5000.0,1145,2.0
6621,Ghaziabad,2.06,8300.0,2485,3.0
6622,Greater Noida,53.12,4660.0,1140,2.0
6623,Greater Noida,47.31,3850.0,1229,2.0
6624,Greater Noida,78.75,4716.0,1670,3.0
6626,Greater Noida,71.89,4424.0,1625,3.0
6627,Ghaziabad,17.03,4518.0,377,1.0
6628,Ghaziabad,28.8,2400.0,1200,2.0
6629,Ghaziabad,98.0,4900.0,2000,3.0
6631,Greater Noida,51.89,4850.0,1070,2.0
6632,Greater Noida,78.72,4700.0,1675,3.0
6633,Greater Noida,67.7,4299.0,1575,3.0
6634,Greater Noida,76.21,5293.0,1440,3.0
6636,Greater Noida,37.39,3800.0,984,2.0
6637,Noida,3.87,11000.0,3525,4.0
6639,Lucknow,49.0,4000.0,1225,2.0
6640,Ghaziabad,57.25,5000.0,1145,2.0
6641,Ghaziabad,2.06,8300.0,2485,3.0
6642,Greater Noida,53.12,4660.0,1140,2.0
6643,Greater Noida,47.31,3850.0,1229,2.0
6644,Greater Noida,78.75,4716.0,1670,3.0
